complaint_id,title,description,department,priority,severity_score,fraud_score,is_duplicate,latitude,longitude,status,created_at
C03826,Unsafe area,Unsafe area. Me firm store whole about ground shake social if financial eye Mrs.,Public Safety,Medium,45,97,False,17.23884183,78.58150579,In Progress,2026-03-08 08:52:51
C03827,Trash accumulation,Trash accumulation. Region protect them program protect mean bill ever condition response house benefit sister control heavy hold.,Sanitation,Low,25,42,False,17.38261038,78.45196386,Resolved,2025-09-06 08:52:51
C03828,Overflowing waste bins,Overflowing waste bins. Cut program military to responsibility guess ago result trade campaign few news.,Sanitation,High,67,22,False,17.44418973,78.37820618,Closed,2025-08-16 08:52:51
C03829,Damaged playground,Damaged playground. Hot political color five building mission thought very power.,Parks,Low,3,34,False,17.29518425,78.61531888,Resolved,2026-03-11 08:52:51
C03830,Illegal parking,Illegal parking. Chance safe few federal purpose language threat give night.,Traffic,Critical,81,1,True,17.40080266,78.55714796,Closed,2025-11-07 08:52:51
C03831,Waterlogging,Waterlogging. Story particularly manage I business cut read player young peace.,Drainage,High,68,78,False,17.23717393,78.37234061,Closed,2025-12-25 08:52:51
C03832,Garbage not collected,Garbage not collected. Name between look billion law say necessary look anything need choice leg energy region.,Sanitation,High,56,23,True,17.25620502,78.40722721,Pending,2025-10-25 08:52:51
C03833,Road crack,Road crack. Current plant nearly control drop per air measure special.,Roads,High,90,41,True,17.45198584,78.40127035,In Progress,2025-11-17 08:52:51
C03834,Damaged pavement,Damaged pavement. Laugh answer military forget democratic between level customer behind leave sign wear.,Roads,High,62,5,False,17.32250762,78.54818429,Resolved,2026-04-25 08:52:51
C03835,Unsafe area,Unsafe area. Have list against north mind truth play star day easy stock language put smile.,Public Safety,Medium,28,20,False,17.40573676,78.53183928,In Progress,2026-05-29 08:52:51
C03836,Loose electric wire,Loose electric wire. Tree what draw actually spend budget information face like hit special structure like through.,Electrical,High,57,81,False,17.29507327,78.61978539,In Progress,2025-12-08 08:52:51
C03837,Power outage,Power outage. News such security local ask economy dog few model.,Electrical,Medium,31,57,False,17.50052506,78.48479165,In Progress,2025-10-18 08:52:51
C03838,Overflowing waste bins,Overflowing waste bins. Remember control not spring this cost party blood court choice early fact majority only.,Sanitation,High,56,65,False,17.44280235,78.56507149,Resolved,2025-08-15 08:52:51
C03839,Traffic signal failure,Traffic signal failure. Probably thank manager work sure social middle international share suddenly town fast together hotel minute.,Traffic,High,54,24,False,17.43033128,78.59550731,Assigned,2025-08-19 08:52:51
C03840,Trash accumulation,Trash accumulation. Term work water pull try cause drive animal shake hospital suffer its especially resource true.,Sanitation,Low,19,88,False,17.31343863,78.33872059,Pending,2025-11-11 08:52:51
C03841,Pothole on road,Pothole on road. President speak keep high and cost magazine card skill something already organization point detail health fear.,Roads,Medium,34,87,False,17.2606395,78.58069115,In Progress,2025-09-15 08:52:51
C03842,Overflowing waste bins,Overflowing waste bins. Maintain civil present how expect standard real growth development save.,Sanitation,High,84,47,False,17.38219181,78.63030915,Resolved,2026-01-15 08:52:51
C03843,Illegal parking,Illegal parking. Office later tax analysis resource according forget product hair best expect fear.,Traffic,High,79,60,False,17.52598988,78.35528742,Assigned,2026-03-31 08:52:51
C03844,Traffic signal failure,Traffic signal failure. Skin tree international standard involve newspaper true success white listen safe little big including hour.,Traffic,Low,16,61,False,17.53288728,78.57573431,In Progress,2025-06-08 08:52:51
C03845,Damaged pavement,Damaged pavement. Recent look finish water key today method.,Roads,Low,18,61,False,17.50407788,78.35937734,Pending,2026-05-15 08:52:51
C03846,Street light not working,Street light not working. Several us relate support represent rest fast.,Electrical,Low,4,14,False,17.26829915,78.46472444,Closed,2026-01-27 08:52:51
C03847,Water leakage,Water leakage. Project woman picture station road gas back whether surface both watch lot fly.,Water Supply,Low,16,85,False,17.40196927,78.38347277,Assigned,2025-09-03 08:52:51
C03848,Unsafe area,Unsafe area. Message now team if those agree turn never about trade air class its third local.,Public Safety,High,53,78,False,17.51774398,78.43174724,Pending,2026-01-18 08:52:51
C03849,Loose electric wire,Loose electric wire. Enough something old sell through police owner military.,Electrical,High,61,72,False,17.29626284,78.57895133,Assigned,2026-04-11 08:52:51
C03850,Overflowing waste bins,Overflowing waste bins. Above wonder with interesting find little wear risk heavy skin instead everybody car.,Sanitation,Medium,50,100,False,17.41193917,78.40579664,Pending,2025-11-10 08:52:51
C03851,Sewage overflow,Sewage overflow. Smile dog magazine cover if bank where article.,Drainage,High,58,59,False,17.25334783,78.59074514,Resolved,2026-05-23 08:52:51
C03852,Street light not working,Street light not working. Performance watch summer tough wait choose capital trade wall.,Electrical,Medium,27,34,False,17.38567701,78.49152434,Assigned,2025-08-29 08:52:51
C03853,Road crack,Road crack. American probably deep according game crime activity arrive discover suggest role.,Roads,High,79,80,False,17.36271119,78.39325947,Resolved,2025-06-29 08:52:51
C03854,Garbage not collected,Garbage not collected. Space deal Mr often investment anything determine trade onto key bring size position avoid across.,Sanitation,Low,9,58,False,17.42468818,78.62493557,Closed,2025-10-21 08:52:51
C03855,Power outage,Power outage. Carry recently yes behind message another to herself something use personal before.,Electrical,High,57,40,False,17.24786359,78.40874334,In Progress,2025-09-08 08:52:51
C03856,Broken bench,Broken bench. White forward prevent record message manager difference.,Parks,Medium,33,45,False,17.50834074,78.62167716,In Progress,2025-08-26 08:52:51
C03857,Traffic signal failure,Traffic signal failure. Later site there seem discover create executive bad have.,Traffic,High,97,4,False,17.51097164,78.50334367,In Progress,2025-11-18 08:52:51
C03858,Street light not working,Street light not working. Total affect remember economic recent PM event.,Electrical,High,70,54,False,17.42770319,78.52557783,In Progress,2025-07-30 08:52:51
C03859,Loose electric wire,Loose electric wire. Production international really table interesting black move impact.,Electrical,High,80,37,False,17.40389118,78.47903431,Assigned,2025-09-15 08:52:51
C03860,Pothole on road,Pothole on road. Policy step military case too able east hundred care ten story everything laugh evidence.,Roads,Medium,41,17,False,17.3978413,78.50711251,In Progress,2025-06-09 08:52:51
C03861,Waterlogging,Waterlogging. Employee even main life agreement travel book medical western before officer.,Drainage,High,80,55,False,17.35750392,78.41299852,Closed,2026-01-02 08:52:51
C03862,Broken bench,Broken bench. Black television try movie free hotel many job program maybe.,Parks,Medium,49,51,False,17.44451263,78.51661866,Closed,2025-08-26 08:52:51
C03863,Pipeline burst,Pipeline burst. Him result shake ago live call stop add.,Water Supply,Medium,33,87,False,17.49597282,78.60135304,Pending,2026-04-04 08:52:51
C03864,Power outage,Power outage. Executive cut dark poor such he traditional young community international question technology.,Electrical,Low,12,94,False,17.30503048,78.59083681,Pending,2026-03-13 08:52:51
C03865,Trash accumulation,Trash accumulation. Professional try while watch west bar attorney inside say leg recognize offer tree back perform.,Sanitation,High,92,44,False,17.30740762,78.34030686,Closed,2025-09-02 08:52:51
C03866,Broken bench,Broken bench. Act main challenge space allow money lawyer.,Parks,High,88,25,False,17.50692352,78.45304157,In Progress,2025-12-02 08:52:51
C03867,Road crack,Road crack. Alone what quickly through on want beautiful.,Roads,Medium,28,67,True,17.3155875,78.53752578,In Progress,2025-12-06 08:52:51
C03868,Abandoned vehicle,Abandoned vehicle. Become present price method defense address gas item bad science.,Public Safety,Medium,31,15,False,17.47529505,78.61251535,In Progress,2025-07-08 08:52:51
C03869,Drain blockage,Drain blockage. Trip do hospital newspaper until receive travel edge attorney fine beyond true kid their task nature.,Drainage,Low,3,74,False,17.46947503,78.34765341,Assigned,2026-02-15 08:52:51
C03870,Park maintenance issue,Park maintenance issue. Happen international such move require tree which.,Parks,Medium,40,39,False,17.27169495,78.5856869,Closed,2025-07-15 08:52:51
C03871,Water leakage,Water leakage. Reflect court system still since west feel month nature main home however can window effort just.,Water Supply,High,77,24,False,17.29421436,78.60185904,Assigned,2026-02-01 08:52:51
C03872,Broken bench,Broken bench. Face our force wall assume whose yes animal.,Parks,High,69,79,True,17.24242198,78.56459307,Pending,2025-11-01 08:52:51
C03873,Park maintenance issue,Park maintenance issue. Across five poor among professional recognize when letter national.,Parks,High,71,33,True,17.4181956,78.61642922,Assigned,2025-06-13 08:52:51
C03874,Water leakage,Water leakage. Court drop while important red center our key picture claim staff stay central spend.,Water Supply,High,67,68,False,17.48234087,78.61872705,Resolved,2025-09-06 08:52:51
C03875,Sewage overflow,Sewage overflow. Within market drug opportunity today during huge read range race.,Drainage,Medium,47,71,False,17.50646856,78.51419843,Assigned,2025-07-07 08:52:51
C03876,Traffic signal failure,Traffic signal failure. Under why evening prove test clear interesting right support.,Traffic,High,57,20,False,17.31567392,78.4474291,Assigned,2025-12-31 08:52:51
C03877,Damaged playground,Damaged playground. Generation plant generation project brother give shake able over.,Parks,Low,20,11,False,17.38959449,78.55472872,In Progress,2026-05-30 08:52:51
C03878,Illegal parking,Illegal parking. Build edge ability so describe trade herself bill treat rather.,Traffic,Medium,43,36,False,17.24165096,78.5707664,In Progress,2025-10-11 08:52:51
C03879,Illegal parking,Illegal parking. Under serve indicate friend during best ahead old interest ability positive story accept single.,Traffic,High,52,75,False,17.36536832,78.56458996,Pending,2026-02-19 08:52:51
C03880,Illegal parking,Illegal parking. Every would story year whom guy study while few personal guy future.,Traffic,Critical,96,24,False,17.35109519,78.4574012,Assigned,2026-01-15 08:52:51
C03881,Waterlogging,Waterlogging. Yard loss born common big someone help nice rich program keep wait year.,Drainage,Low,7,70,False,17.29542904,78.61374017,Resolved,2025-08-03 08:52:51
C03882,No water supply,No water supply. Cell animal woman another leader blood lot force people term pretty.,Water Supply,Low,9,14,False,17.437958,78.63537351,Assigned,2026-02-03 08:52:51
C03883,Garbage not collected,Garbage not collected. Story center commercial painting course level himself seek.,Sanitation,High,82,75,False,17.42416315,78.59678894,Closed,2025-10-09 08:52:51
C03884,Park maintenance issue,Park maintenance issue. Word particularly generation result management house hit join over your there threat agree sell do.,Parks,High,71,29,False,17.30680617,78.41887322,In Progress,2026-01-18 08:52:51
C03885,Road crack,Road crack. Pick above entire my couple enough generation miss side body memory century article.,Roads,Low,24,17,False,17.34543842,78.62638341,Resolved,2025-09-05 08:52:51
C03886,Pipeline burst,Pipeline burst. Image through hot that probably land rather current machine bill use focus make east foot.,Water Supply,Low,25,100,False,17.30641179,78.62703429,Closed,2026-05-25 08:52:51
C03887,Road crack,Road crack. Quickly thought prevent degree prepare energy field increase daughter bad could choose season.,Roads,Critical,97,60,False,17.4848288,78.57599201,Assigned,2026-01-23 08:52:51
C03888,Damaged pavement,Damaged pavement. Specific challenge however I concern check way deep here behavior visit phone choose remember phone father.,Roads,Low,9,57,False,17.24862489,78.46220265,Closed,2026-05-04 08:52:51
